
YBL049W	0	0	1	1	1	1	1	1	0	0	0	0	
YBL052C	1	0	0	0	0	0	0	0	0	1	1	1	
YBL058W	0	1	1	1	1	1	1	0	0	0	0	0	
YBL059W	1	0	0	0	0	0	0	0	1	1	1	1	
YBL061C	0	0	0	0	0	0	0	1	1	1	1	1	
YBL064C	0	1	1	1	1	1	1	0	0	0	0	0	
YBL066C	1	1	0	0	0	0	0	0	1	1	1	1	
YBL067C	0	1	1	1	1	1	1	0	0	0	0	0	
YBL068W	0	0	0	0	0	0	0	1	1	0	0	1	
YBL075C	0	0	0	1	1	1	1	0	0	0	0	0	
YBL076C	0	0	0	0	0	0	0	1	1	1	0	1	
YBL078C	0	0	1	1	1	1	1	0	0	0	0	0	
YBL080C	1	1	1	0	0	0	0	0	0	1	1	1	
YBL082C	1	0	0	0	0	0	0	1	1	1	1	1	
YBL084C	0	1	1	1	1	1	1	0	1	0	0	0	
YBL089W	0	1	1	0	0	0	1	0	1	1	0	0	
YBL090W	1	1	0	0	0	0	0	0	1	1	1	1	
YBL093C	0	0	0	0	0	0	1	1	1	0	0	0	
YBL095W	1	1	1	0	0	0	0	0	0	0	0	0	
YBL099W	1	1	1	0	0	0	0	0	0	0	1	0	
YBL101C	0	1	1	1	1	1	1	0	0	0	0	0	
YBL102W	0	1	1	1	1	1	1	0	0	0	0	0	
YBL103C	0	0	1	0	1	1	1	1	1	0	0	0	
YBL106C	0	1	1	1	1	1	1	0	0	0	0	0	
YBL107C	1	0	0	0	0	0	0	0	0	1	1	1	
YBL112C	1	0	0	0	0	0	0	0	1	1	1	1	
YBR001C	1	1	1	1	1	1	0	0	0	0	0	0	
YBR003W	1	0	0	0	0	0	0	0	0	1	1	1	
YBR006W	1	1	1	1	1	1	1	0	0	0	0	0	
YBR008C	0	0	0	0	0	1	1	1	0	0	0	0	
YBR015C	0	0	0	0	0	0	0	1	1	1	0	1	
YBR018C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR024W	1	1	1	1	0	0	0	0	0	0	0	1	
YBR025C	0	0	0	0	0	0	0	1	1	1	0	0	
YBR029C	0	0	1	0	0	0	0	0	0	0	1	1	
YBR034C	0	0	0	0	0	0	0	1	1	0	0	0	
YBR036C	1	1	1	1	1	0	0	0	0	0	0	0	
YBR037C	1	1	0	0	0	0	0	0	0	1	1	1	
YBR038W	1	1	1	1	0	0	0	0	0	0	0	1	
YBR039W	1	1	1	0	0	0	0	0	0	0	1	0	
YBR043C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR044C	1	1	0	0	0	0	0	0	0	1	1	1	
YBR045C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR052C	1	1	1	1	1	0	0	0	0	1	0	0	
YBR054W	0	0	0	1	1	1	1	1	0	0	0	0	
YBR057C	0	1	1	1	1	1	0	1	0	0	0	0	
YBR059C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR060C	0	0	0	0	0	0	0	1	1	1	1	1	
YBR064W	0	1	1	1	1	1	1	1	1	0	0	0	
YBR065C	0	0	1	0	0	0	1	1	0	0	0	0	
YBR066C	1	0	0	0	0	0	0	1	1	1	1	1	
YBR067C	0	1	1	1	1	0	1	0	0	0	0	0	
YBR068C	1	1	1	0	0	0	0	1	0	0	0	0	
YBR069C	1	0	1	0	0	0	0	1	1	0	0	0	
YBR070C	1	1	1	0	0	0	0	0	1	1	1	1	
YBR072W	0	1	1	1	1	1	1	0	0	0	0	0	
YBR073W	1	1	0	0	0	0	0	0	0	1	1	1	
YBR074W	0	0	0	0	0	0	0	1	1	1	0	1	
YBR077C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR078W	1	0	0	0	0	0	0	0	1	1	1	1	
YBR079C	0	0	0	0	0	0	0	1	1	1	0	0	
YBR080C	0	0	0	0	0	0	0	0	1	1	1	1	
YBR082C	0	0	0	0	0	0	0	1	1	1	0	0	
YBR083W	1	1	1	0	0	0	0	0	1	0	0	0	
YBR085W	0	0	0	0	0	0	0	1	1	0	1	1	
YBR087W	0	0	0	0	0	0	0	1	1	1	1	1	
YBR088C	0	0	0	0	0	0	0	0	1	1	1	1	
YBR090C	0	1	1	1	1	0	0	0	0	0	0	0	
YBR091C	1	0	0	0	0	0	0	0	1	1	1	1	
YBR094W	0	0	1	1	1	1	1	0	0	0	0	0	
YBR101C	0	0	0	1	1	1	1	0	0	0	0	0	
YBR103W	1	1	1	0	1	0	1	0	0	0	1	1	
YBR105C	0	0	0	0	0	0	1	1	0	0	0	0	
YBR106W	0	0	0	0	0	0	0	1	1	1	0	0	
YBR108W	1	1	1	1	1	1	1	0	0	0	0	0	
YBR109C	0	1	0	1	1	1	0	0	0	0	0	0	
YBR115C	0	0	0	0	0	0	1	1	1	0	0	0	
YBR117C	0	0	1	1	1	1	1	0	0	0	0	0	
YBR119W	0	0	1	1	1	1	1	0	1	0	0	0	
YBR120C	1	0	0	0	0	0	0	0	0	1	1	1	
YBR121C	0	0	0	0	0	0	0	1	1	1	1	1	
YBR122C	1	0	0	0	0	0	0	0	0	1	1	1	
YBR123C	1	1	1	1	0	0	0	0	0	1	1	1	
YBR125C	0	0	0	0	0	0	0	1	1	1	1	1	
YBR126C	0	1	1	1	0	0	0	0	0	0	0	0	
YBR128C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR130C	1	1	0	0	0	0	0	1	1	1	1	1	
YBR133C	1	1	1	0	0	0	0	0	1	0	1	1	
YBR136W	0	1	1	1	1	1	1	0	0	0	0	0	
YBR137W	1	1	1	1	1	1	0	0	0	0	0	0	
YBR138C	1	1	1	1	0	0	0	0	0	0	0	0	
YBR139W	0	1	1	1	1	1	1	0	0	0	0	0	
YBR143C	0	0	0	0	0	0	0	1	1	0	0	0	
YBR146W	1	1	0	0	0	0	0	0	0	1	1	1	
YBR149W	0	1	1	1	1	1	0	0	0	0	0	0	
YBR155W	0	0	0	0	0	0	1	1	1	0	0	0	
YBR156C	1	1	0	0	0	0	0	0	0	1	1	1	
YBR158W	0	0	1	1	1	1	0	0	0	0	0	0	
YBR159W	1	1	1	0	0	0	0	0	0	1	1	1	
YBR160W	0	1	0	0	0	0	0	1	1	1	1	0	
YBR161W	0	0	1	1	1	1	1	0	0	0	0	0	
YBR162C	1	0	1	1	0	0	0	0	0	0	1	1	
YBR162W-A	1	0	0	0	0	0	0	1	1	1	1	1	
YBR167C	1	1	1	1	0	1	0	0	0	0	0	0	
YBR169C	0	0	0	1	1	1	1	0	0	0	0	0	
YBR172C	0	0	0	0	0	0	0	1	1	1	1	1	
YBR183W	0	1	1	1	1	1	0	0	0	0	0	0	
YBR187W	0	0	0	0	0	0	0	1	1	1	1	1	
YBR188C	0	0	1	0	0	1	1	1	0	1	0	0	
YBR192W	0	0	0	0	0	0	0	1	1	1	1	1	
YBR195C	0	0	1	0	0	0	1	1	1	0	1	1	
YBR196C	1	0	0	0	1	1	1	0	0	0	0	0	
YBR197C	0	0	0	0	1	1	1	1	0	0	0	0	
YBR202W	0	0	1	0	0	0	0	1	1	1	0	0	
YBR203W	1	1	1	1	1	1	0	0	0	0	0	0	
YBR205W	1	0	0	0	0	0	0	0	1	1	1	1	
YBR208C	0	0	0	0	0	0	0	1	1	0	0	0	
YBR211C	0	1	0	0	0	1	0	0	1	1	0	1	
YBR213W	0	0	0	0	0	0	0	1	1	1	1	1	
YBR214W	0	1	1	1	1	1	0	0	0	0	0	0	
YBR217W	0	0	1	1	1	1	1	0	0	0	0	0	
YBR221C	0	1	1	1	0	1	0	0	0	0	0	0	
YBR223C	1	0	1	1	1	1	1	0	0	0	0	0	
YBR225W	0	1	1	1	1	1	1	0	0	0	0	0	
YBR227C	0	0	0	0	0	1	1	1	1	0	1	1	
YBR229C	0	0	1	1	1	1	1	1	0	0	0	0	
YBR230C	0	1	1	1	1	0	0	0	0	0	0	0	
YBR231C	0	0	1	1	1	1	1	1	1	0	0	0	
YBR234C	1	1	1	1	0	0	0	0	1	0	0	0	
YBR243C	1	0	0	0	0	0	0	0	1	1	1	1	
YBR245C	1	0	0	0	0	0	0	1	1	1	0	1	
YBR249C	0	0	0	0	0	1	1	1	1	0	0	0	
YBR251W	1	0	0	0	0	0	0	0	0	1	1	1	
YBR252W	0	0	0	0	0	0	0	1	1	1	1	1	
YBR261C	0	0	0	0	0	0	0	1	1	1	1	1	
YBR270C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR273C	0	1	1	1	1	1	1	0	1	0	0	0	
YBR274W	0	1	1	1	1	1	0	0	1	0	0	0	
YBR275C	1	0	0	0	0	0	0	0	1	1	1	1	
YBR278W	0	1	1	1	1	1	1	0	0	0	0	0	
YBR280C	0	1	1	1	1	1	1	0	0	0	0	0	
YBR281C	0	0	0	0	0	0	0	0	1	1	0	1	
YBR282W	1	0	0	0	0	0	0	0	0	1	1	1	
YBR285W	1	1	1	1	0	1	0	0	0	0	0	0	
YBR286W	0	1	1	1	1	1	1	0	0	0	0	0	
YBR289W	0	1	1	1	1	1	1	0	0	0	0	0	
YBR291C	0	0	0	0	0	0	0	1	1	0	0	0	
YBR298C	0	1	1	1	1	0	0	0	0	0	0	0	
YCL014W	1	1	1	0	0	0	0	0	0	0	1	1	
YCL016C	0	0	1	0	0	0	1	1	1	1	0	0	
YCL017C	1	0	0	0	0	0	0	1	1	1	1	1	
YCL018W	1	0	0	0	0	0	0	1	1	1	1	1	
YCL024W	0	0	0	0	0	0	0	0	1	1	1	0	
YCL025C	0	0	0	0	0	0	0	1	1	0	0	0	
YCL026C-A	0	0	0	0	0	0	0	1	1	1	1	0	
YCL027W	0	1	1	1	0	1	1	0	0	0	0	0	
YCL030C	0	0	0	0	0	0	1	0	1	1	1	1	
YCL035C	0	1	1	1	1	1	0	0	0	0	0	0	
YCL036W	0	0	0	0	0	0	0	1	1	0	0	0	
YCL039W	0	1	1	1	1	1	1	0	0	0	0	0	
YCL040W	0	1	1	1	1	0	0	0	0	0	0	0	
YCL042W	0	1	1	1	1	0	0	0	0	0	0	0	
YCL050C	0	0	0	1	1	1	1	1	1	1	0	0	
YCL052C	0	1	1	1	1	0	1	0	0	0	0	0	
YCL055W	0	1	1	1	1	1	0	0	1	0	0	0	
YCL061C	0	0	0	0	0	0	0	0	0	1	1	1	
YCL063W	1	1	1	0	0	0	0	0	0	0	1	1	
YCL064C	1	1	0	0	0	1	1	0	1	1	1	1	
YCR002C	1	0	0	0	0	0	0	0	1	1	1	1	
YCR003W	1	0	0	0	0	0	0	0	0	1	1	1	
YCR004C	0	1	1	1	1	0	1	0	0	0	0	0	
YCR005C	1	1	0	0	0	0	0	0	0	1	1	1	
YCR008W	0	0	0	0	0	0	0	1	1	1	1	1	
YCR010C	0	1	1	1	1	1	0	0	0	0	0	0	
YCR012W	0	0	1	1	1	1	0	0	0	0	0	0	
YCR014C	0	1	1	1	1	1	0	0	0	0	0	0	
YCR020C-A	0	0	0	0	1	1	1	1	0	0	0	1	
YCR021C	0	0	0	0	1	1	1	1	0	0	0	0	
YCR023C	1	1	1	0	1	0	1	0	0	0	1	0	
YCR024C	1	1	0	0	0	0	0	0	1	1	1	1	
YCR024C-A	0	1	1	1	1	1	1	1	0	0	0	0	
YCR028C-A	1	1	0	0	0	0	0	0	0	0	1	1	
YCR030C	1	1	1	1	1	1	1	0	0	0	0	0	
YCR034W	0	0	0	0	0	0	0	1	1	1	1	1	
YCR038C	1	1	1	1	1	1	1	0	0	0	0	0	
YCR044C	1	0	1	0	0	0	0	1	1	1	1	1	
YCR046C	1	0	0	0	0	0	0	0	0	1	1	1	
YCR048W	0	0	1	1	1	1	1	1	0	0	0	0	
YCR054C	0	0	1	1	1	1	0	1	0	0	0	1	
YCR059C	1	0	0	0	0	0	1	1	1	1	1	1	
YCR061W	0	1	1	1	1	1	1	0	0	0	0	0	
YCR065W	0	1	0	0	0	0	0	0	1	1	1	1	
YCR067C	1	1	0	0	0	0	0	0	0	1	1	1	
YCR071C	1	1	0	0	0	0	0	0	0	1	1	1	
YCR073C	1	0	1	1	1	1	1	0	0	0	1	1	
YCR076C	0	1	1	1	1	1	1	0	0	0	0	0	
YCR079W	1	1	1	1	1	1	0	0	0	0	0	0	
YCR086W	0	0	0	0	0	0	0	0	0	1	1	1	
YCR088W	1	1	1	1	0	0	0	0	0	0	0	0	
YCR092C	1	0	0	0	0	0	0	0	1	1	1	1	
YCR093W	1	1	1	1	1	1	0	0	0	0	0	0	
YCR098C	1	0	0	0	0	0	0	0	0	1	1	1	
YCR099C	1	1	1	1	1	1	1	0	0	0	0	0	
YCR106W	1	1	1	1	0	0	1	0	0	0	0	0	
YDL003W	0	0	0	0	0	0	0	0	0	1	1	1	
YDL004W	1	0	0	0	0	0	0	0	0	1	1	1	
YDL005C	0	1	1	1	1	0	0	0	1	0	0	0	
YDL007W	0	1	1	1	1	1	0	0	0	0	0	0	
YDL012C	1	0	1	0	0	0	0	0	1	1	1	1	
YDL014W	0	0	0	0	0	0	0	1	1	0	0	0	
YDL017W	1	0	0	0	0	0	0	0	1	1	1	1	
YDL020C	0	0	1	1	1	1	1	0	0	0	0	0	
YDL025C	0	0	1	0	1	1	1	0	0	0	0	0	
YDL029W	1	1	1	1	1	1	0	0	0	0	0	0	
YDL036C	0	0	0	0	0	0	0	1	1	0	0	0	
YDL040C	1	1	0	0	0	0	0	0	1	1	1	1	
YDL044C	1	0	0	0	0	0	0	0	1	1	1	1	
YDL045C	1	1	1	1	0	0	0	0	0	0	0	0	
YDL045W-A	1	0	0	0	0	0	0	0	0	1	1	1	
YDL049C	1	1	1	1	0	0	0	0	0	0	0	1	
YDL051W	0	0	0	0	0	0	0	1	1	0	0	1	
YDL052C	1	0	0	0	0	0	0	0	1	1	1	1	
YDL054C	0	1	1	1	1	1	1	0	0	0	0	0	
YDL055C	0	0	1	1	0	0	0	0	0	1	1	0	
YDL059C	1	0	0	0	0	0	0	1	1	1	1	1	
YDL066W	1	1	0	0	0	0	0	0	0	1	1	1	
YDL070W	0	1	1	1	1	1	1	0	0	0	0	0	
YDL071C	0	1	1	1	1	1	0	0	0	0	0	0	
YDL072C	0	1	1	1	1	1	1	0	0	0	0	0	
YDL076C	1	1	1	1	0	1	0	0	0	0	0	0	
YDL077C	1	1	0	0	0	0	0	0	0	1	1	1	
YDL080C	0	0	0	0	0	0	0	0	1	1	1	1	
YDL081C	0	0	0	0	0	0	0	1	1	0	0	0	
YDL087C	1	0	0	0	0	0	1	1	1	0	0	0	
YDL089W	1	1	1	1	0	0	0	0	1	1	0	0	
YDL093W	0	1	0	0	0	0	0	0	1	1	1	1	
YDL095W	1	0	0	0	0	0	0	0	1	1	1	1	
YDL100C	1	1	1	1	1	0	0	0	0	0	0	0	
YDL101C	1	0	1	0	0	0	0	0	0	1	1	1	
YDL106C	1	1	1	1	1	0	0	0	0	0	0	0	
YDL110C	0	1	1	1	0	0	0	0	0	0	0	0	
YDL111C	0	0	0	0	0	0	0	1	1	0	0	0	
YDL123W	0	1	1	1	1	1	1	0	0	0	0	0	
YDL124W	0	1	1	1	1	1	1	0	0	0	0	0	
YDL127W	0	1	1	0	0	0	0	0	1	1	1	0	
YDL129W	0	1	1	1	1	1	1	1	1	0	0	0	
YDL130W	0	0	0	0	0	0	0	1	1	1	1	0	
YDL131W	0	0	0	0	0	0	0	1	1	1	1	0	
YDL132W	0	1	1	1	1	1	1	0	0	0	0	0	
YDL134C	0	1	1	1	1	0	0	0	0	0	0	0	
YDL135C	1	1	0	0	0	0	0	0	0	1	1	1	
YDL137W	1	1	1	0	1	0	0	0	0	0	0	0	
YDL138W	1	1	0	0	0	0	0	1	0	0	0	0	
YDL145C	1	0	0	0	0	0	0	0	1	1	1	1	
YDL147W	0	1	1	1	0	1	0	0	0	0	0	0	
YDL149W	0	0	1	1	1	1	1	0	0	0	0	0	
YDL156W	0	0	0	0	0	0	0	1	1	1	1	1	
YDL160C	1	1	1	1	0	0	0	0	0	0	0	0	
YDL164C	1	0	0	0	0	0	0	0	1	1	1	1	
YDL171C	1	1	1	1	0	0	0	0	1	0	0	0	
YDL178W	1	0	0	0	0	0	0	0	1	1	1	1	
YDL179W	0	1	1	1	1	0	0	0	0	0	0	0	
YDL180W	0	0	0	0	0	0	0	0	1	1	1	1	
YDL181W	1	1	1	1	0	0	0	0	0	0	0	0	
YDL188C	0	1	1	1	1	1	1	0	0	0	0	0	
YDL192W	1	0	0	0	0	0	0	1	1	1	1	1	
YDL193W	0	1	1	1	1	1	1	0	0	0	0	0	
YDL198C	1	0	0	0	0	0	0	0	1	1	1	1	
YDL199C	0	1	1	1	1	1	1	0	0	0	0	0	
YDL202W	1	0	0	0	0	0	0	0	0	1	1	1	
YDL204W	0	0	1	1	1	1	1	0	0	0	0	0	
YDL206W	0	1	1	1	1	1	0	0	0	0	0	0	
YDL208W	0	0	0	0	0	0	0	1	1	0	0	0	
YDL209C	0	0	0	0	1	0	1	1	1	0	1	0	
YDL210W	0	0	0	0	0	0	0	1	1	0	0	0	
YDL211C	0	0	0	0	0	0	0	0	1	1	1	1	
YDL213C	0	0	0	0	0	0	0	1	1	0	0	0	
YDL214C	0	1	1	1	1	1	0	0	0	0	0	0	
YDL215C	0	1	1	1	1	1	0	0	0	0	0	0	
YDL216C	0	0	1	1	1	1	1	0	0	0	0	0	
YDL218W	0	1	1	1	1	1	1	1	0	0	0	0	
YDL225W	1	1	0	0	0	0	0	0	1	1	1	1	
YDL232W	1	1	1	0	0	0	0	0	0	1	1	1	
YDL233W	1	1	1	1	1	0	0	0	0	0	0	0	
YDL236W	1	0	0	0	0	0	0	1	1	1	1	1	
YDL239C	1	1	1	1	1	1	0	0	0	0	0	0	
YDL240W	1	0	1	1	0	0	0	0	0	0	1	1	
YDL243C	1	1	0	0	0	0	0	0	0	1	1	1	
YDR001C	0	1	1	1	1	1	1	1	0	0	0	0	
YDR002W	0	0	0	0	0	0	0	1	1	0	0	0	
YDR006C	0	1	1	1	1	1	1	1	1	0	0	0	
YDR007W	1	1	1	1	1	0	0	1	0	0	0	0	
YDR009W	1	0	1	1	0	0	0	0	0	1	1	1	
YDR016C	1	1	1	1	0	1	0	0	0	0	0	1	
YDR018C	0	1	1	1	1	1	0	0	0	0	0	0	
YDR022C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR023W	0	0	0	0	0	0	0	0	1	1	1	1	
YDR028C	1	1	0	0	0	0	0	0	1	1	1	1	
YDR030C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR032C	0	1	1	1	1	0	0	0	0	0	0	0	
YDR036C	1	1	1	0	0	0	0	0	0	0	1	1	
YDR037W	0	0	0	0	0	0	0	1	1	0	0	0	
YDR038C	1	0	0	0	0	0	1	0	1	1	0	0	
YDR041W	1	0	0	0	0	0	0	0	1	1	1	1	
YDR044W	0	0	0	0	0	0	0	0	1	1	1	1	
YDR052C	0	1	1	0	0	0	0	1	1	1	1	0	
YDR061W	1	1	0	0	0	0	0	0	0	1	1	1	
YDR063W	1	1	1	1	1	0	0	0	0	0	0	0	
YDR066C	1	0	0	0	0	0	0	1	1	1	1	1	
YDR068W	1	1	0	0	0	0	0	0	1	1	1	1	
YDR070C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR073W	1	1	1	1	1	1	0	0	0	0	0	0	
YDR074W	0	1	1	1	1	1	0	0	0	0	0	0	
YDR075W	0	0	0	0	0	0	0	1	1	0	0	0	
YDR077W	0	1	1	1	0	1	0	0	0	0	0	0	
YDR084C	1	1	1	1	0	0	0	0	0	1	0	1	
YDR085C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR091C	0	0	0	0	0	0	0	1	1	0	0	0	
YDR093W	1	0	0	0	0	0	0	0	1	1	1	1	
YDR097C	1	0	0	0	0	0	0	0	1	1	1	1	
YDR098C	0	0	0	0	0	0	0	1	1	1	1	1	
YDR099W	0	1	1	1	1	1	0	0	0	0	0	0	
YDR100W	0	1	1	1	1	1	0	0	0	0	0	0	
YDR106W	1	1	1	1	1	1	1	0	1	0	0	0	
YDR111C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR113C	0	0	0	0	0	0	0	0	1	1	1	1	
YDR115W	1	0	0	0	0	0	0	0	0	1	1	1	
YDR116C	1	0	0	0	0	0	0	0	1	1	1	1	
YDR118W	0	1	1	1	1	1	1	0	0	0	0	0	
YDR121W	0	0	0	0	0	0	0	1	1	1	1	1	
YDR122W	1	1	1	1	1	1	1	0	0	0	0	0	
YDR123C	0	0	0	0	0	0	1	1	1	1	1	1	
YDR128W	1	1	1	1	1	1	1	0	0	0	0	0	
YDR129C	1	1	1	1	1	1	0	0	0	0	0	0	
YDR130C	1	1	1	0	0	0	0	0	0	0	1	1	
YDR133C	0	1	1	1	0	0	0	0	0	0	0	0	
YDR135C	1	0	0	0	0	0	1	1	1	1	1	1	
YDR142C	0	1	1	1	1	1	0	0	0	0	0	0	
YDR146C	1	1	1	1	0	0	0	0	0	0	0	1	
YDR148C	1	1	0	0	0	0	0	0	0	1	1	1	
YDR150W	1	1	1	1	0	1	0	0	0	0	0	0	
YDR151C	0	0	0	0	0	1	1	1	1	0	0	0	
YDR152W	0	0	0	0	0	0	0	1	1	1	1	1	
YDR155C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR158W	1	0	0	0	0	1	1	1	1	1	1	1	
YDR166C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR167W	1	0	0	0	0	0	0	1	1	1	0	1	
YDR170C	1	0	0	0	0	0	0	0	1	1	0	1	
YDR171W	0	1	1	1	1	1	1	0	0	0	0	0	
YDR173C	0	1	1	1	1	1	0	0	0	0	0	0	
YDR175C	1	0	0	0	0	0	0	0	0	1	1	1	
YDR178W	1	1	1	0	0	0	0	0	0	0	1	1	
YDR181C	1	1	1	1	0	1	0	0	0	0	0	1	
YDR183W	1	0	0	0	0	0	0	0	0	1	1	1	
YDR184C	0	0	0	0	0	0	0	1	1	0	0	0	
YDR192C	0	1	1	1	1	0	1	0	1	0	0	0	
YDR194C	1	0	0	0	0	0	0	0	0	1	1	1	
YDR196C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR201W	0	1	1	0	0	0	0	0	1	1	1	1	
YDR207C	0	0	1	1	0	1	1	1	1	0	0	0	
YDR211W	1	0	0	0	0	0	0	1	1	1	1	1	
YDR214W	0	0	0	1	1	1	1	0	0	0	0	0	
YDR216W	1	1	1	1	1	0	0	0	0	0	0	1	
YDR218C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR221W	0	0	1	1	1	1	1	1	0	0	1	0	
YDR223W	0	1	1	1	1	1	1	0	0	0	0	0	
YDR224C	0	1	0	0	0	0	0	0	0	1	1	1	
YDR226W	1	0	0	0	0	0	0	0	1	1	1	1	
YDR229W	1	1	1	1	1	0	1	0	0	0	0	0	
YDR231C	0	1	1	1	1	0	0	0	0	0	0	0	
YDR235W	1	0	0	0	0	0	0	1	1	1	1	1	
YDR237W	1	0	0	0	0	0	0	0	1	1	1	1	
YDR243C	1	0	0	0	0	0	1	1	0	0	0	1	
YDR244W	1	1	1	1	0	1	0	0	0	0	0	0	
YDR247W	0	1	1	1	1	1	1	0	0	0	0	0	
YDR251W	1	1	1	0	0	0	0	0	1	1	0	0	
YDR253C	0	0	0	0	0	0	0	1	1	1	1	1	
YDR255C	0	1	1	1	1	1	1	0	0	0	0	0	
YDR256C	0	1	1	1	1	0	0	0	0	0	0	0	
YDR260C	0	0	1	1	1	1	1	1	1	0	0	0	
YDR266C	0	0	0	0	0	0	0	1	1	1	0	0	
YDR267C	1	0	0	0	0	0	0	1	1	1	1	1	
YDR268W	1	1	0	0	0	0	0	0	1	1	1	1	
YDR276C	0	1	1	1	1	1	0	0	0	0	0	0	
YDR279W	1	0	0	0	0	0	0	0	1	1	1	1	
YDR281C	0	0	0	0	0	0	0	1	1	1	1	1	
YDR283C	1	1	1	1	1	1	0	0	0	0	0	1	
YDR285W	0	1	1	1	1	1	1	0	0	0	0	0	
YDR292C	1	0	0	0	0	0	0	1	1	1	1	1	
YDR293C	0	1	1	1	1	1	0	0	0	0	0	0	
YDR296W	1	0	0	0	0	0	0	0	0	1	1	1	
YDR297W	0	0	0	0	0	0	0	1	1	1	1	1	
YDR298C	1	1	0	0	0	0	0	0	1	1	0	1	
