probeset	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
YGL227W	2.025104e+00	2.886446e+00	2.094433e+00	2.168431e+00	2.209300e+00	2.210005e+00	2.100000e+00	8.150751e-01	9.916667e-01	1.522118e+00	1.163513e+00	1.173922e+00	
YGL229C	7.447275e-01	1.378597e+00	5.366720e-01	4.217021e-01	3.485016e-01	2.810128e-01	2.741564e-01	1.232815e-01	3.340985e-01	3.389099e-01	2.855735e-01	3.283619e-01	
YGL230C	1.354317e-01	7.302084e-02	5.283548e-02	1.003669e-01	8.154392e-02	6.798979e-02	4.981933e-02	6.786597e-02	9.322978e-02	1.328880e-01	1.431978e-01	1.650238e-01	
YGL233W	2.243449e+00	2.543444e+00	2.234427e+00	1.993207e+00	2.151692e+00	2.005170e+00	1.732508e+00	1.259957e+00	1.325569e+00	1.802171e+00	1.797910e+00	1.600528e+00	
YGL234W	1.108026e+01	6.404029e+00	7.428715e+00	7.568749e+00	8.387349e+00	8.966981e+00	1.091152e+01	1.501771e+01	2.999248e+01	1.659706e+01	1.592197e+01	1.496827e+01	
YGL236C	4.317508e+00	1.138468e+00	5.143989e-01	5.011487e-01	5.174869e-01	5.937497e-01	8.872057e-01	1.155330e+00	2.900146e+00	3.712224e+00	4.230213e+00	3.707130e+00	
YGL239C	1.344848e-01	1.076368e-01	1.535591e-01	1.634227e-01	1.758604e-01	1.889422e-01	2.142517e-01	1.730042e-01	1.681969e-01	1.378244e-01	1.168525e-01	9.724002e-02	
YGL240W	2.061522e-01	1.561447e-01	1.991251e-01	3.520355e-01	3.304771e-01	4.221848e-01	5.130735e-01	5.094929e-01	2.696485e-01	2.612824e-01	2.242295e-01	1.870712e-01	
YGL241W	8.853817e-01	1.299592e+00	8.950403e-01	1.245023e+00	1.091756e+00	1.160841e+00	6.987833e-01	8.369174e-01	1.118719e+00	1.409106e+00	1.211969e+00	1.536344e+00	
YGL247W	1.883238e+00	2.875505e+00	2.095585e+00	2.653078e+00	2.908814e+00	3.128792e+00	3.417924e+00	2.220454e+00	2.832567e+00	2.332661e+00	2.182404e+00	2.388135e+00	
YGL250W	1.076324e+00	1.223873e+00	1.173700e+00	1.135745e+00	1.281237e+00	1.137611e+00	1.222783e+00	4.628700e-01	3.021799e-01	6.487391e-01	6.667296e-01	6.644458e-01	
YGL252C	5.652368e+00	5.000591e+00	5.670594e+00	4.201299e+00	3.428727e+00	3.321539e+00	4.287993e+00	3.450688e+00	3.851844e+00	4.239131e+00	4.165696e+00	3.692468e+00	
YGL253W	2.008658e+01	4.069242e+00	4.474343e+00	4.587738e+00	4.205433e+00	3.855553e+00	6.267811e+00	7.541735e+00	1.376725e+01	1.909288e+01	2.033734e+01	1.709504e+01	
YGL259W	5.993279e-01	3.896370e-01	2.468378e-01	2.781541e-01	2.207872e-01	2.197535e-01	2.274728e-01	1.341354e-01	1.249402e-01	1.973373e-01	2.448758e-01	2.331008e-01	
YGR005C	3.468778e+00	2.282754e+00	1.998127e+00	1.944518e+00	2.122801e+00	2.067714e+00	2.173687e+00	2.491903e+00	3.719579e+00	3.358604e+00	3.161885e+00	2.844763e+00	
YGR010W	3.714269e+00	3.560361e+00	3.320933e+00	3.079344e+00	2.949083e+00	2.942470e+00	3.354954e+00	2.702917e+00	1.806273e+00	2.301880e+00	2.404223e+00	1.994074e+00	
YGR014W	3.885824e+00	2.518405e+00	1.652979e+00	1.383661e+00	9.865629e-01	1.287916e+00	1.480612e+00	1.172519e+00	2.537536e+00	4.729442e+00	5.681928e+00	4.756879e+00	
YGR017W	2.447407e+00	1.710304e+00	1.739390e+00	1.709952e+00	1.682445e+00	1.712587e+00	2.096907e+00	2.236582e+00	2.447880e+00	2.571048e+00	2.710934e+00	2.475863e+00	
YGR020C	3.389603e+00	4.112413e+00	4.120091e+00	4.948097e+00	4.245078e+00	4.637708e+00	5.182082e+00	6.563476e+00	1.008186e+01	6.834629e+00	7.297341e+00	5.823518e+00	
YGR023W	1.245722e+00	7.370720e-01	5.543603e-01	5.447287e-01	5.335337e-01	5.311632e-01	4.596836e-01	3.177960e-01	5.061571e-01	4.042183e-01	4.419124e-01	4.373637e-01	
YGR028W	5.474284e+00	2.853568e+00	2.094010e+00	1.905038e+00	2.142155e+00	1.834460e+00	1.737818e+00	1.259180e+00	2.861736e+00	4.251997e+00	3.866886e+00	3.576493e+00	
YGR030C	1.470172e+00	1.671633e+00	1.625014e+00	1.604013e+00	1.681340e+00	1.803299e+00	1.530949e+00	1.301608e+00	9.627270e-01	8.494532e-01	1.108886e+00	1.187942e+00	
YGR033C	4.254621e+00	5.682027e+00	5.788736e+00	5.211524e+00	5.093717e+00	5.489623e+00	5.368805e+00	3.845030e+00	3.361492e+00	2.835986e+00	2.647831e+00	2.174295e+00	
YGR038W	1.051931e+01	7.546547e+00	5.709400e+00	5.723669e+00	5.650227e+00	5.396136e+00	5.414798e+00	3.462313e+00	7.473191e+00	7.019466e+00	7.942736e+00	6.936352e+00	
YGR040W	3.220704e-01	2.234018e-01	2.923035e-01	2.088871e-01	2.443991e-01	2.073552e-01	2.408081e-01	4.213875e-01	3.582008e-01	3.860040e-01	4.786433e-01	3.672200e-01	
YGR041W	6.279237e-01	1.423717e+00	3.029136e+00	2.176625e+00	2.028863e+00	1.629008e+00	7.844784e-01	4.392565e-01	7.275794e-01	1.040412e+00	9.929969e-01	7.981599e-01	
YGR045C	3.381205e-01	4.126841e-01	4.270451e-01	3.602584e-01	3.260210e-01	3.079873e-01	3.348166e-01	1.844669e-01	1.495556e-01	1.904083e-01	2.810277e-01	2.263123e-01	
YGR048W	2.313897e+00	2.924711e+00	2.040307e+00	2.078272e+00	2.081971e+00	2.410508e+00	3.062138e+00	2.108069e+00	1.810594e+00	2.032568e+00	1.919008e+00	1.726261e+00	
YGR049W	2.438500e+00	3.255379e+00	2.875182e+00	2.391881e+00	2.725085e+00	2.669636e+00	3.517098e+00	3.496977e+00	3.022096e+00	2.001989e+00	2.247691e+00	2.039694e+00	
YGR050C	9.867383e-01	1.491493e+00	1.016968e+00	1.209260e+00	1.222797e+00	1.067419e+00	9.966156e-01	6.760438e-01	7.250180e-01	6.796215e-01	7.162931e-01	8.404445e-01	
YGR052W	9.297507e-01	2.686977e+00	1.847716e+00	2.025166e+00	1.862585e+00	1.875725e+00	2.378119e+00	9.698255e-01	2.638033e-01	1.444901e-01	1.037718e-01	1.220773e-01	
YGR054W	1.069884e+00	8.722555e-01	9.093710e-01	8.864753e-01	8.230622e-01	8.713982e-01	1.337989e+00	2.462766e+00	2.755525e+00	1.610774e+00	1.729550e+00	1.349774e+00	
YGR055W	1.090036e+00	6.142037e-01	1.077083e+00	1.956343e+00	2.034049e+00	2.842587e+00	5.253511e+00	1.564574e+01	1.418063e+01	3.920812e+00	4.414536e+00	3.362327e+00	
YGR059W	2.411576e-01	2.777423e-01	2.339184e-01	3.956910e-01	3.762381e-01	4.636084e-01	3.360354e-01	2.057861e-01	1.665254e-01	2.179257e-01	2.832032e-01	2.533254e-01	
YGR060W	2.297405e+01	2.249626e+01	3.087929e+01	3.441454e+01	3.719427e+01	3.779000e+01	4.513937e+01	3.662115e+01	3.105746e+01	2.254578e+01	2.637824e+01	2.064773e+01	
YGR062C	4.791448e+00	2.628626e+00	2.100068e+00	2.073752e+00	2.093576e+00	2.081431e+00	2.414258e+00	2.389934e+00	3.963643e+00	5.570462e+00	5.086013e+00	3.579962e+00	
YGR065C	3.045253e+01	2.135819e+01	1.846845e+01	1.828540e+01	1.952925e+01	1.898552e+01	1.895134e+01	1.589673e+01	2.102431e+01	2.488226e+01	2.779207e+01	2.410626e+01	
YGR066C	2.079132e-01	2.460433e-01	2.632967e-01	4.050081e-01	8.679756e-01	9.918011e-01	1.007890e+00	4.694810e-01	1.558155e-01	1.248948e-01	1.366024e-01	1.135336e-01	
YGR067C	2.497636e+01	1.392451e+01	8.619109e+00	7.013707e+00	6.668053e+00	6.285192e+00	5.483755e+00	2.128860e+00	2.670427e+00	3.502816e+00	4.111493e+00	4.518932e+00	
YGR068C	8.104913e-01	4.702864e-01	5.659666e-01	5.245351e-01	4.838134e-01	5.245524e-01	7.366547e-01	2.272598e+00	1.362690e+00	7.346885e-01	6.976153e-01	6.735186e-01	
YGR069W	3.632381e-01	3.373962e-01	1.806010e-01	1.869928e-01	1.249715e-01	1.317119e-01	1.636989e-01	5.514191e-02	7.861154e-02	1.210554e-01	1.275123e-01	1.170526e-01	
YGR070W	3.837829e+00	3.564877e+00	2.979877e+00	3.692015e+00	2.780545e+00	3.201880e+00	2.881992e+00	1.234880e+00	1.298970e+00	2.617681e+00	1.768468e+00	1.649475e+00	
YGR076C	7.773164e+00	3.043060e+00	1.820623e+00	1.618204e+00	1.636275e+00	1.561388e+00	1.450542e+00	1.952791e+00	3.363762e+00	6.056295e+00	7.496448e+00	6.444586e+00	
YGR077C	3.648305e+00	4.320270e+00	3.845210e+00	3.614251e+00	3.620903e+00	3.483419e+00	3.748726e+00	2.908791e+00	1.921192e+00	2.686491e+00	2.426020e+00	2.056418e+00	
YGR078C	2.174818e+00	1.762183e+00	2.168257e+00	1.906905e+00	1.948639e+00	1.964230e+00	2.592250e+00	6.341150e+00	3.427735e+00	2.651454e+00	3.243311e+00	2.602047e+00	
YGR079W	6.952447e-01	5.300703e-01	4.994993e-01	4.846144e-01	5.700110e-01	8.499285e-01	1.290794e+00	4.117592e+00	6.491806e-01	4.221139e-01	8.646509e-01	8.431013e-01	
YGR082W	1.054984e+01	5.689825e+00	3.588597e+00	3.207482e+00	3.004006e+00	2.969796e+00	3.552480e+00	4.770403e+00	7.265930e+00	9.627088e+00	1.025419e+01	9.099349e+00	
YGR084C	1.615522e+00	1.262318e+00	5.146106e-01	5.089295e-01	4.311178e-01	3.012205e-01	4.762266e-01	3.878641e-01	6.217210e-01	1.683253e+00	2.029556e+00	1.744240e+00	
YGR085C	6.562211e+01	3.139014e+01	4.954416e+01	4.581600e+01	4.603541e+01	4.384054e+01	5.839900e+01	6.993835e+01	9.295149e+01	6.754838e+01	6.331509e+01	5.546631e+01	
YGR086C	2.105971e+01	4.793251e+01	4.331920e+01	3.804103e+01	3.483741e+01	2.813705e+01	3.336175e+01	1.862338e+01	1.239317e+01	1.265734e+01	1.238837e+01	1.035121e+01	
YGR087C	3.920492e-01	3.312670e-01	2.707709e-01	4.153916e-01	6.600204e-01	7.774154e-01	1.271165e+00	2.405154e+00	8.883442e-01	4.013564e-01	5.071953e-01	3.545804e-01	
YGR088W	3.420799e-01	9.714098e+00	9.376214e+00	1.195099e+01	8.007498e+00	9.520512e+00	1.208228e+01	4.991235e+00	4.070715e-01	1.651187e-01	1.969006e-01	1.808269e-01	
YGR090W	8.971430e-01	6.178400e-01	1.113064e+00	1.482370e+00	1.490288e+00	1.547480e+00	2.135182e+00	5.078995e+00	7.990940e+00	3.071446e+00	2.637998e+00	2.379981e+00	
YGR092W	2.440810e+00	2.655772e+00	1.968700e+00	2.075146e+00	1.466384e+00	1.085453e+00	9.116501e-01	9.144695e-01	1.613496e+00	1.279579e+00	1.067376e+00	1.069959e+00	
YGR094W	6.948031e+00	4.414028e+00	3.929692e+00	4.458291e+00	4.301808e+00	4.679653e+00	4.906753e+00	6.319395e+00	8.496503e+00	6.990122e+00	7.183349e+00	6.419197e+00	
YGR095C	3.016855e+00	2.458807e+00	2.684333e+00	2.982892e+00	3.058482e+00	3.229045e+00	3.552295e+00	8.258817e+00	5.029859e+00	2.895179e+00	3.707072e+00	2.928726e+00	
YGR097W	2.141917e+00	1.835241e+00	2.159291e+00	2.174707e+00	2.585324e+00	2.701017e+00	2.749054e+00	2.906739e+00	2.283902e+00	1.895864e+00	2.058061e+00	1.875438e+00	
YGR098C	1.330000e+00	9.463306e-01	8.808023e-01	9.517565e-01	8.907765e-01	8.609477e-01	7.851739e-01	6.444014e-01	7.168046e-01	1.053936e+00	1.468067e+00	1.303440e+00	
YGR099W	9.509155e-01	7.616062e-01	7.042422e-01	6.908336e-01	6.697597e-01	7.483723e-01	6.641279e-01	6.473966e-01	7.197767e-01	1.012088e+00	1.112749e+00	9.441569e-01	
YGR101W	6.419988e+00	4.422698e+00	3.451838e+00	3.112522e+00	2.912088e+00	2.863744e+00	3.352389e+00	2.633087e+00	5.444211e+00	6.096195e+00	4.855663e+00	4.503671e+00	
YGR102C	1.152689e+00	1.516718e+00	1.366386e+00	1.129624e+00	1.074111e+00	1.356680e+00	1.210302e+00	1.261893e+00	1.045383e+00	8.362722e-01	9.479105e-01	9.304932e-01	
YGR108W	1.636974e+00	1.754805e+00	1.391411e+00	1.066520e+00	5.508844e-01	2.997766e-01	1.636249e-01	1.461586e-01	1.716623e-01	4.194854e-01	1.819026e+00	3.467378e+00	
YGR117C	8.931990e-01	2.062506e+00	1.484385e+00	1.559803e+00	1.585468e+00	1.376756e+00	1.579659e+00	8.343997e-01	9.649362e-01	1.194470e+00	1.063527e+00	8.670224e-01	
YGR121C	1.186475e+01	6.649279e+00	7.063615e+00	7.675717e+00	7.429490e+00	7.961762e+00	1.202101e+01	1.446159e+01	2.751897e+01	7.941843e+00	9.845032e+00	1.000849e+01	
YGR123C	4.812331e-01	1.256610e-01	2.677442e-01	4.112330e-01	4.250812e-01	4.441017e-01	7.061352e-01	2.942460e+00	3.045290e+00	9.074779e-01	1.071515e+00	1.164332e+00	
YGR124W	7.875660e+00	3.673797e+00	4.450032e+00	4.519233e+00	4.646485e+00	5.109473e+00	6.294641e+00	9.762408e+00	1.287269e+01	9.443547e+00	9.094077e+00	7.972933e+00	
YGR125W	6.690701e+00	3.145974e+00	3.288773e+00	4.167667e+00	4.214084e+00	4.121299e+00	4.785477e+00	9.058543e+00	1.291596e+01	6.760716e+00	6.347328e+00	5.261529e+00	
YGR126W	1.712642e-01	2.029252e-01	1.497637e-01	2.193023e-01	1.435478e-01	2.044492e-01	2.330702e-01	1.598828e-01	1.305562e-01	1.029750e-01	1.278162e-01	9.544390e-02	
YGR129W	8.371642e-01	3.755719e-01	5.226249e-01	5.617853e-01	5.470021e-01	6.441747e-01	6.966362e-01	1.007453e+00	5.717147e-01	5.950375e-01	6.161258e-01	6.354760e-01	
YGR130C	4.393281e+00	7.320289e+00	6.146343e+00	5.602240e+00	4.764908e+00	4.598869e+00	4.087134e+00	2.017790e+00	1.518107e+00	2.107153e+00	1.872458e+00	1.984141e+00	
YGR132C	8.945155e+00	9.813338e+00	6.332502e+00	5.757273e+00	5.187783e+00	5.334950e+00	4.924344e+00	2.993757e+00	3.044594e+00	5.879511e+00	5.980126e+00	5.528480e+00	
YGR133W	8.410612e-01	9.053837e-01	7.374574e-01	6.810411e-01	7.785214e-01	1.009988e+00	9.474666e-01	8.448035e-01	4.449144e-01	5.238924e-01	7.110906e-01	7.575289e-01	
YGR136W	5.258735e+00	3.870208e+00	3.375739e+00	3.131505e+00	2.919924e+00	2.999472e+00	3.429613e+00	3.832874e+00	4.832277e+00	3.873661e+00	3.525935e+00	2.747751e+00	
YGR140W	1.091153e+00	7.854512e-01	6.604670e-01	6.058091e-01	7.141977e-01	6.760819e-01	7.890751e-01	8.959462e-01	6.840464e-01	1.188607e+00	1.623436e+00	1.223059e+00	
YGR142W	3.305253e+00	9.223852e+00	1.011994e+01	1.280757e+01	1.409118e+01	1.483481e+01	1.441804e+01	8.163145e+00	3.977834e+00	5.909433e+00	4.309311e+00	3.043440e+00	
YGR145W	7.708016e-01	5.192079e-01	7.004298e-01	9.217272e-01	9.818306e-01	1.292558e+00	1.763270e+00	6.026757e+00	2.491427e+00	8.253861e-01	1.210015e+00	1.314800e+00	
YGR146C	4.777770e+00	8.573009e+00	6.229698e+00	7.520021e+00	8.061275e+00	9.188869e+00	9.711134e+00	3.178931e+00	1.923450e+00	2.219796e+00	2.021838e+00	1.564876e+00	
YGR148C	4.576784e+01	2.585266e+01	3.419074e+01	3.329424e+01	3.964838e+01	3.492899e+01	4.240404e+01	5.018717e+01	6.137528e+01	4.816250e+01	4.756354e+01	4.118393e+01	
YGR149W	4.042374e+00	5.512712e+00	5.207260e+00	4.805237e+00	4.308681e+00	3.610791e+00	4.408869e+00	1.891590e+00	2.596568e+00	2.490402e+00	2.408244e+00	2.329452e+00	
YGR150C	1.601883e+00	1.239267e+00	8.773961e-01	7.691866e-01	7.409589e-01	6.215353e-01	8.905536e-01	7.347929e-01	9.942102e-01	1.631533e+00	1.546024e+00	1.234615e+00	
YGR151C	2.181039e+00	1.408731e+00	1.168261e+00	8.998427e-01	7.586473e-01	6.473662e-01	1.122136e+00	7.750368e+00	5.493299e+00	5.267417e+00	4.622647e+00	3.194084e+00	
YGR152C	3.965155e-01	2.552840e-01	2.270590e-01	2.488852e-01	1.498572e-01	1.352526e-01	2.221272e-01	1.237269e+00	1.202732e+00	1.021091e+00	1.018076e+00	7.591993e-01	
YGR153W	1.610098e-01	1.491717e-01	9.132710e-02	1.133480e-01	7.748595e-02	7.476954e-02	1.185716e-01	1.301579e-01	2.409087e-01	2.383064e-01	3.090833e-01	2.653284e-01	
YGR155W	1.355635e+01	8.115452e+00	8.044288e+00	1.089072e+01	9.632036e+00	1.043240e+01	1.119492e+01	1.759384e+01	2.064601e+01	1.358944e+01	1.710014e+01	1.499010e+01	
YGR156W	1.066141e+00	1.056238e+00	1.040827e+00	1.027207e+00	9.607347e-01	9.611996e-01	8.560044e-01	6.123573e-01	1.451252e+00	1.171595e+00	1.165944e+00	1.027175e+00	
YGR157W	1.801015e+01	1.239873e+01	1.542348e+01	1.663092e+01	1.465455e+01	1.220841e+01	1.055013e+01	8.105528e+00	7.823383e+00	9.655652e+00	1.480246e+01	1.413739e+01	
YGR159C	9.633231e-01	5.471879e-01	6.478114e-01	8.800396e-01	1.020832e+00	1.721770e+00	4.224208e+00	2.230382e+01	1.245827e+01	1.988013e+00	3.780010e+00	3.663049e+00	
YGR161C	1.224603e+01	9.038496e+00	1.180068e+01	1.308813e+01	1.755762e+01	1.942161e+01	1.989520e+01	7.053806e+00	4.964461e+00	4.530632e+00	4.620521e+00	4.160015e+00	
YGR163W	1.899782e+00	1.577229e+00	1.577338e+00	1.478003e+00	1.348868e+00	1.460750e+00	1.315061e+00	1.112374e+00	1.605581e+00	1.788924e+00	2.051360e+00	1.847154e+00	
YGR165W	6.680184e+00	2.523060e+00	1.346281e+00	1.072526e+00	1.081565e+00	1.139402e+00	1.342492e+00	1.330790e+00	2.660578e+00	5.399814e+00	5.099209e+00	4.430986e+00	
YGR166W	7.338811e-01	5.306365e-01	5.527389e-01	5.432064e-01	6.020461e-01	6.620318e-01	7.103022e-01	8.750762e-01	1.044292e+00	8.821559e-01	1.000989e+00	8.483368e-01	
YGR167W	8.710752e+00	9.354866e+00	7.103803e+00	6.828909e+00	5.652868e+00	6.454547e+00	5.783670e+00	3.747765e+00	5.840926e+00	6.647335e+00	7.373894e+00	6.018347e+00	
YGR169C	1.965232e+00	9.751592e-01	6.852531e-01	6.784378e-01	6.789803e-01	6.826505e-01	8.628145e-01	2.100604e+00	2.260547e+00	1.994265e+00	2.133009e+00	1.764072e+00	
YGR172C	1.965885e+00	1.178281e+00	1.100408e+00	1.047275e+00	1.091534e+00	1.215961e+00	1.133226e+00	1.485570e+00	1.906802e+00	2.237435e+00	2.448797e+00	1.882113e+00	
YGR173W	1.160750e+00	4.922667e-01	9.091452e-01	1.126230e+00	1.254180e+00	1.582987e+00	1.976644e+00	3.658994e+00	2.746763e+00	1.926298e+00	2.085600e+00	1.693197e+00	
YGR174C	7.458317e+00	6.399670e+00	3.802715e+00	3.284951e+00	2.970302e+00	2.836151e+00	2.820915e+00	1.584419e+00	1.585247e+00	3.427573e+00	4.404957e+00	4.108361e+00	
YGR175C	7.427687e+00	9.509450e+00	8.807408e+00	9.442583e+00	9.283196e+00	1.040748e+01	1.190363e+01	1.441719e+01	8.531231e+00	6.546493e+00	8.287794e+00	7.333321e+00	
YGR177C	4.471029e-01	3.264403e-01	2.361573e-01	1.581556e-01	2.332837e-01	1.866643e-01	2.086001e-01	2.404281e-01	4.372246e-01	3.391153e-01	4.119713e-01	3.663300e-01	
YGR179C	1.182930e+00	1.073829e+00	7.171121e-01	7.098830e-01	6.751727e-01	7.868625e-01	7.985628e-01	6.997151e-01	8.869463e-01	1.196868e+00	1.489054e+00	1.357247e+00	
YGR180C	1.710819e+01	2.106907e+01	1.615332e+01	1.731409e+01	2.112519e+01	2.071048e+01	2.586104e+01	2.231867e+01	1.427699e+01	1.426756e+01	1.475293e+01	1.220475e+01	
YGR181W	1.619433e+01	1.155447e+01	6.857066e+00	5.896892e+00	5.530888e+00	4.930401e+00	6.985114e+00	6.712924e+00	9.537750e+00	1.091282e+01	1.261758e+01	1.062894e+01	
YGR189C	3.622163e+00	9.388785e+00	9.496904e+00	7.096915e+00	5.149790e+00	4.051227e+00	2.652965e+00	1.938327e+00	3.640284e+00	7.496274e+00	6.348202e+00	4.314409e+00	
YGR191W	1.971301e+00	1.128419e+00	1.188947e+00	1.234667e+00	1.163256e+00	1.086662e+00	1.382616e+00	7.495078e+00	5.723528e+00	2.673659e+00	2.794542e+00	2.252479e+00	
YGR193C	6.831800e+00	8.002483e+00	5.769429e+00	5.210794e+00	4.477045e+00	4.412238e+00	4.527817e+00	3.177684e+00	3.300109e+00	3.924002e+00	4.604341e+00	3.883232e+00	
YGR194C	4.961243e+00	5.405202e+00	2.929435e+00	2.447172e+00	2.007998e+00	1.881894e+00	1.710983e+00	7.574409e-01	9.374774e-01	1.820556e+00	2.559251e+00	2.435190e+00	
YGR198W	2.406182e+00	1.725594e+00	1.369820e+00	1.269544e+00	1.179297e+00	1.106713e+00	1.243665e+00	2.030005e+00	2.527308e+00	2.592978e+00	2.489033e+00	2.208372e+00	
YGR199W	4.599032e+00	2.905147e+00	2.320336e+00	2.502363e+00	2.347034e+00	2.638290e+00	2.691178e+00	1.934704e+00	2.592812e+00	4.075206e+00	4.177019e+00	3.573833e+00	
YGR201C	2.206244e+00	2.619786e+00	2.040889e+00	2.169269e+00	2.107156e+00	2.352568e+00	2.424195e+00	2.022818e+00	1.289251e+00	1.614660e+00	1.743452e+00	1.215647e+00	
YGR202C	1.447367e+00	1.179540e+00	1.159729e+00	1.057967e+00	1.060137e+00	1.295098e+00	1.183320e+00	9.547089e-01	1.002048e+00	1.101256e+00	1.459778e+00	1.282849e+00	
YGR203W	3.705148e+00	5.022680e+00	4.533090e+00	4.394812e+00	4.081579e+00	4.034359e+00	3.503220e+00	2.306867e+00	1.667787e+00	2.076899e+00	2.595371e+00	2.544641e+00	
YGR205W	5.915006e+00	8.905712e+00	6.301652e+00	4.970162e+00	4.307174e+00	3.972033e+00	3.480826e+00	1.249871e+00	1.228388e+00	2.054251e+00	2.519409e+00	2.324472e+00	
YGR207C	2.204350e+00	1.157834e+00	6.879028e-01	8.111928e-01	6.673995e-01	6.431335e-01	7.638832e-01	1.132741e+00	1.502784e+00	1.997645e+00	2.212741e+00	2.004316e+00	
YGR210C	2.430372e+00	1.495493e+00	1.495708e+00	1.624030e+00	1.783563e+00	1.952733e+00	2.333435e+00	4.199437e+00	3.197264e+00	2.909581e+00	3.224910e+00	2.819968e+00	
YGR211W	7.842594e-01	1.173118e+00	1.689417e+00	3.121382e+00	3.968248e+00	4.739944e+00	5.686116e+00	5.702146e+00	2.175745e+00	2.268012e+00	2.067742e+00	1.416368e+00	
YGR214W	1.436173e+01	6.895797e+00	9.146901e+00	1.034597e+01	1.182473e+01	1.179756e+01	1.611751e+01	1.933641e+01	2.653205e+01	1.959510e+01	1.768249e+01	1.413170e+01	
YGR215W	3.071841e+00	2.219473e+00	1.077937e+00	9.486105e-01	8.506260e-01	7.933318e-01	9.952916e-01	1.064744e+00	1.461572e+00	3.317996e+00	4.162646e+00	3.118259e+00	
YGR220C	9.378761e+00	6.353215e+00	4.030050e+00	3.678417e+00	3.275787e+00	2.703411e+00	3.643825e+00	2.970359e+00	7.394137e+00	9.149026e+00	9.929240e+00	9.350063e+00	
YGR221C	3.530352e-01	2.573778e-02	1.735955e-02	8.125743e-03	8.807360e-03	6.003142e-03	9.605895e-03	7.697673e-03	2.573073e-01	9.043008e-01	7.248423e-01	5.379239e-01	
YGR229C	2.585695e+00	1.460015e+00	1.134473e+00	8.247473e-01	7.191676e-01	6.959928e-01	8.570104e-01	2.300120e+00	2.485303e+00	2.619072e+00	2.868820e+00	2.482268e+00	
YGR233C	5.171840e+00	2.571463e+00	2.439520e+00	2.870883e+00	2.840317e+00	3.370569e+00	3.579009e+00	3.973767e+00	5.080958e+00	4.581378e+00	4.828146e+00	4.080918e+00	
YGR234W	3.566347e+01	2.151585e+01	1.599749e+01	1.396296e+01	1.184966e+01	1.279394e+01	1.508557e+01	2.032509e+01	2.762773e+01	2.661540e+01	3.240579e+01	2.526526e+01	
YGR236C	4.604735e+00	3.671579e+01	2.571560e+01	2.498198e+01	2.342829e+01	2.088929e+01	1.693564e+01	1.037336e+01	3.321505e+00	2.087951e+00	1.896684e+00	2.010627e+00	
YGR238C	1.393787e+00	1.101376e+00	8.360330e-01	7.241640e-01	7.013768e-01	6.745376e-01	6.699447e-01	3.770908e-01	7.742150e-01	1.058334e+00	1.044542e+00	9.033335e-01	
YGR239C	3.536663e+00	1.085628e+00	1.157128e+00	1.242520e+00	1.523419e+00	2.205614e+00	3.396498e+00	4.830222e+00	2.802526e+00	2.630796e+00	3.382197e+00	2.307233e+00	
YGR240C	1.996023e+01	1.062906e+01	9.356702e+00	1.287383e+01	1.623889e+01	1.523816e+01	1.800796e+01	1.712843e+01	1.374817e+01	1.437025e+01	1.741217e+01	1.454339e+01	
YGR241C	4.946278e+00	6.640924e+00	4.210853e+00	3.578671e+00	3.477945e+00	3.058558e+00	2.722591e+00	2.606801e+00	2.689265e+00	2.606678e+00	2.876989e+00	2.721201e+00	
YGR243W	4.396342e+01	5.158263e+01	3.783418e+01	3.396588e+01	3.280398e+01	2.615601e+01	2.441509e+01	1.231255e+01	1.345882e+01	1.310708e+01	1.513469e+01	1.559187e+01	
YGR244C	2.909790e+01	3.054842e+01	1.985716e+01	1.748848e+01	1.627256e+01	1.454377e+01	1.657896e+01	1.290937e+01	8.715964e+00	1.271412e+01	1.386175e+01	1.354179e+01	
YGR247W	3.504434e+00	4.155889e+00	2.588880e+00	2.571263e+00	2.365119e+00	2.156261e+00	2.395438e+00	1.051700e+00	6.348718e-01	8.118296e-01	1.113251e+00	1.209354e+00	
YGR249W	3.418223e-01	4.492890e-01	3.097606e-01	3.105505e-01	2.431606e-01	2.141283e-01	2.171880e-01	1.480954e-01	3.372779e-01	2.559158e-01	2.033497e-01	1.348404e-01	
YGR250C	6.830450e+00	9.816794e+00	8.998941e+00	9.032283e+00	9.353560e+00	8.168580e+00	9.636843e+00	4.746075e+00	5.035639e+00	4.464050e+00	5.221297e+00	4.819023e+00	
YGR251W	6.848326e-01	4.245339e-01	5.416555e-01	7.211213e-01	7.893478e-01	8.192792e-01	1.257675e+00	2.061764e+00	1.573819e+00	7.983746e-01	9.112693e-01	8.392311e-01	
YGR256W	4.114082e+00	1.566916e+01	1.698675e+01	2.500343e+01	2.539352e+01	2.500055e+01	2.598840e+01	1.608166e+01	4.050434e+00	4.620005e+00	3.377942e+00	1.499012e+00	
YGR257C	5.279098e+00	3.049488e+00	2.336267e+00	2.173770e+00	1.712780e+00	2.232641e+00	2.552352e+00	2.367023e+00	3.285269e+00	4.447254e+00	4.761715e+00	4.304687e+00	
YGR258C	1.484909e+00	1.879776e+00	1.715683e+00	2.109262e+00	2.131337e+00	2.217093e+00	2.252683e+00	3.917904e+00	1.198042e+00	1.237283e+00	1.151378e+00	9.560530e-01	
